62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:14:26Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:14:26Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-22T14:14:26Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:14:26Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:15:14Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:15:14Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-22T14:15:14Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:15:14Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:20:15Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:20:15Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-22T14:20:15Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:20:15Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:22:25Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:22:25Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-22T14:22:25Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:22:25Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:27:26Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:27:26Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-22T14:27:26Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:27:26Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:32:26Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:32:26Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:32:26Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:32:26Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:37:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:37:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:37:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:37:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:42:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:42:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:42:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:42:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:47:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:47:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:47:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:47:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:52:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:52:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:52:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:52:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T14:57:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T14:57:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T14:57:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T14:57:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T15:02:27Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-22T15:02:27Z
62b9dc101d75e2001c4b4ec4,    29.23,2022-07-22T15:02:27Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-22T15:02:27Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-22T15:07:28Z
