62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:45:46Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:45:46Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:45:46Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:45:46Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:47:13Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:47:13Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:47:13Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:47:13Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:48:13Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:48:13Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:48:13Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:48:13Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:49:26Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:49:26Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:49:26Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:49:26Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:50:26Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:50:26Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:50:26Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:50:26Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:51:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:51:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:51:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:51:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:52:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:52:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:52:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:52:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:53:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:53:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:53:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:53:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:54:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:54:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:54:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:54:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:55:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:55:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:55:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:55:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:56:19Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:56:19Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:56:19Z
62b9dc101d75e2001c4b4ec5,     0.00,2022-07-14T16:56:19Z
62b9dc101d75e2001c4b4ec2,     0.00,2022-07-14T16:57:20Z
62b9dc101d75e2001c4b4ec3,     0.00,2022-07-14T16:57:20Z
62b9dc101d75e2001c4b4ec4,     0.00,2022-07-14T16:57:20Z
